empresa,URL
aliexpress,https://www.reclameaqui.com.br/aliexpress/sem-recebimento-do-produto-e-reembolso-inexistente_9J8as_X9Tf5VEfmN/
aliexpress,https://www.reclameaqui.com.br/aliexpress/comprei-no-aliexpress-e-nao-recebi-produto-e-nem-dinheiro-de-volta_xF-rnd8MzcdW_nN7/
aliexpress,https://www.reclameaqui.com.br/aliexpress/nao-consigo-rastrear-meu-pedido_xKnwdhsVMFwAxbYn/
aliexpress,https://www.reclameaqui.com.br/aliexpress/compra-cancelada_pkkLjZ2Jg-813GhE/
aliexpress,https://www.reclameaqui.com.br/aliexpress/nao-dao-reembolso-em-compras_WHP15a55xYANFDiZ/
aliexpress,https://www.reclameaqui.com.br/aliexpress/comprei-o-pedido-finalizou-e-nao-recebi-mercadoria_hnuawxo7YLRTxEQ5/
aliexpress,https://www.reclameaqui.com.br/aliexpress/pedido-nao-recebido_bNHJJCbFPrm-o7t7/
aliexpress,https://www.reclameaqui.com.br/aliexpress/jogo-de-cama-veio-diferente-da-foto-do-anuncio_zP65_oWQtZpQGRaR/
aliexpress,https://www.reclameaqui.com.br/aliexpress/aliexpress-nao-entrega-produtos_nWi7uBNxauRInPab/
aliexpress,https://www.reclameaqui.com.br/aliexpress/nao-consigo-entrar-em-contato_sGPCosSAuLZeV9TF/
aliexpress,https://www.reclameaqui.com.br/aliexpress/reembolso_s7Uw3iGR4PiodIVy/
aliexpress,https://www.reclameaqui.com.br/aliexpress/problemas-com-a-compra_l94k0x5B5OiDjDh3/
aliexpress,https://www.reclameaqui.com.br/aliexpress/nao-recebimento-da-encomenda_pf41J_ibm6f5PNki/
aliexpress,https://www.reclameaqui.com.br/aliexpress/nao-recebi-o-produto-nem-o-dinheiro-de-volta_4EbO-fSQKQwuXFxQ/
aliexpress,https://www.reclameaqui.com.br/aliexpress/nao-estornada-o-valor-da-compra_GtDIWF95YCDj2v8u/
aliexpress,https://www.reclameaqui.com.br/aliexpress/nao-recebi-a-mercadoria_ytduiLNVSnmZ5wmL/
aliexpress,https://www.reclameaqui.com.br/aliexpress/compra-paga-nao-aparece-no-meu-perfil_kXuS_V5ahqP3QO6q/
aliexpress,https://www.reclameaqui.com.br/aliexpress/paguei-por-um-brinquedo-de-montar-e-nao-recebi_Oqy8DHTuxatthp_h/
aliexpress,https://www.reclameaqui.com.br/aliexpress/paguei-pelo-produto-e-nao-recebi_wGMixxF6yvrWwSn3/
aliexpress,https://www.reclameaqui.com.br/aliexpress/reembolso-correcao_cnGhVDfk66XO0_fN/
aliexpress,https://www.reclameaqui.com.br/aliexpress/fui_H9l3kRFYgo6JpKHt/
aliexpress,https://www.reclameaqui.com.br/aliexpress/vendedor-aceitou-meu-acordo-de-enviar-outro-produto-eu-pagando-taxa-porem-f_eNLXj9Sofa6km5zs/
aliexpress,https://www.reclameaqui.com.br/aliexpress/reebolso-de-compras-paga-por-boletos-sem-solucoes-coma-os-vendedores-mais_6xssdj2JI1Wo9q4K/
aliexpress,https://www.reclameaqui.com.br/aliexpress/reembolso_v8TX6OvnRvXcYpW5/
aliexpress,https://www.reclameaqui.com.br/aliexpress/comprei-um-garrote-no-aliexpress-e-nao-recebi_RPHoIMLvKskPdayk/
aliexpress,https://www.reclameaqui.com.br/aliexpress/disputa-nao-acontece_L15OUUQ2UIWCm5WU/
aliexpress,https://www.reclameaqui.com.br/aliexpress/insatisfacao-total_KX3PK9zVgXhlTCLo/
aliexpress,https://www.reclameaqui.com.br/aliexpress/nao-consigo-reembolsar-um-vendedor_-lFN54h6q_Cb_Bef/
aliexpress,https://www.reclameaqui.com.br/aliexpress/meu-pedido-depois-de-pago-sumiu_a-giqvWW-Rzre-4Z/
aliexpress,https://www.reclameaqui.com.br/aliexpress/aliexpress-nao-devolve-reembolso_gMOvhPrpbyobhpl3/
aliexpress,https://www.reclameaqui.com.br/aliexpress/propaganda-enganosa_pEVioA9tJ__ZKabt/
amazon,https://www.reclameaqui.com.br/amazon/empresa-bloqueou-minha-conta_rFsHXM9jZVnSmCJG/
amazon,https://www.reclameaqui.com.br/amazon/cobraram-a-assinatura-do-amazon-prime-assim-que-fiz-a-inscricao-na-conta_nkVmYC0vhgJI-rqq/
amazon,https://www.reclameaqui.com.br/amazon/certificado-promocional-nao-e-aplicado_HlenGZaw3oY_fiqF/
amazon,https://www.reclameaqui.com.br/amazon/pedido-nao-recebido_ktg61lE1zwYjJpzx/
amazon,https://www.reclameaqui.com.br/amazon/demora-para-solucionar-problemas_FnYEs_513TVza6CH/
amazon,https://www.reclameaqui.com.br/amazon/demora-para-devolucao-do-dinheiro_XgxjPxH6sORgW4yk/
amazon,https://www.reclameaqui.com.br/amazon/dificuldade-de-cancelamento-de-pedido-nao-enviado_K4BO8SO4pAaIWHQI/
amazon,https://www.reclameaqui.com.br/amazon/cancelar-assinatura_NMVySrNiAylBDLEf/
amazon,https://www.reclameaqui.com.br/amazon/estorno-do-meu-dinheiro_FG2xTRY2L02Pv8Ay/
amazon,https://www.reclameaqui.com.br/amazon/comprei-e-nao-chegou_PoTt0hBnhnaZUwKt/
amazon,https://www.reclameaqui.com.br/amazon/comprei-6-televisores-em-compra-unica-faturaram-6-notas-e-enviaram-para-6_WQk8tUkXP5lpIkt-/
amazon,https://www.reclameaqui.com.br/amazon/amazon-br-bloqueou-minha-conta_iWQldy67gCw8CSu8/
amazon,https://www.reclameaqui.com.br/amazon/uma-pergunta_jH3Amr8I6M_yIl-h/
amazon,https://www.reclameaqui.com.br/amazon/tela-amazfit-bip-descola-de-repente_h8zGJqBNHiNKKziY/
amazon,https://www.reclameaqui.com.br/amazon/devolucao-e-estorno_IkcbobNB8cgizvpv/
amazon,https://www.reclameaqui.com.br/amazon/demora-de-envio-do-produto-e-depois-cancelam-alegando-erro_Fe4Sn19PnuG7kKcn/
amazon,https://www.reclameaqui.com.br/amazon/carta-faltante-no-baralho_fx7AYKTA75CWWUdu/
amazon,https://www.reclameaqui.com.br/amazon/produto-quebrado_aRmgQ5Rr7CH6_n4i/
amazon,https://www.reclameaqui.com.br/amazon/descumprimento-de-contrato-kindon-unlimited_kYQdB67g6NgA0TgD/
amazon,https://www.reclameaqui.com.br/amazon/fiz-a-inscricao-e-nao-consigo-ver-filme-e-serie_rPHy5dSjrqPbCRvZ/
amazon,https://www.reclameaqui.com.br/amazon/pedido-nao-enviado-atendimento-inconclusivo_Na0hJ-mcpIYw4aNW/
amazon,https://www.reclameaqui.com.br/amazon/cobranca-indevida_ukjlPBsvWu0n0ENo/
amazon,https://www.reclameaqui.com.br/amazon/nao-entrega-de-produto_R7_RuGJBNuxzFesK/
amazon,https://www.reclameaqui.com.br/amazon/cancelamento-de-pedido_7QIyy2UARMlam7dH/
amazon,https://www.reclameaqui.com.br/amazon/demora-na-entrega_GutwebWdQ1xfpKJ5/
amazon,https://www.reclameaqui.com.br/amazon/comprei-nao-chegou-e-nao-consigo-contatp_gQISCJunntqe-1nh/
amazon,https://www.reclameaqui.com.br/amazon/cobranca-indevida_Z_c8PznvFy6T3FIW/
amazon,https://www.reclameaqui.com.br/amazon/tv-que-nunca-chega_yjdTaUsLmxv4PsgB/
ame-digital,https://www.reclameaqui.com.br/ame-digital/nao-consigo-acessar-conta-apos-ter-atualizado-telefone_IjJBgAZw2IAz4cb4/
amazon,https://www.reclameaqui.com.br/amazon/reembolso_QylfuQdQvWWnIXtI/
amazon,https://www.reclameaqui.com.br/amazon/nao-consigo-devolver-compra-feita-por-engano_b_frqk_lMInz8zs8/
amazon,https://www.reclameaqui.com.br/amazon/cancelamento-indevido_hE6W1l5f9ALfymvh/
amazon,https://www.reclameaqui.com.br/amazon/nao-me-reembolsam_x2O023-OTFpxRf06/
amazon,https://www.reclameaqui.com.br/amazon/preco-abusivo_BmprYy6jsMY8sL9T/
amazon,https://www.reclameaqui.com.br/amazon/nao-permite-cancelar-pedido-pessimo-atendimento_ezy84ZAYYOm15pBa/
amazon,https://www.reclameaqui.com.br/amazon/erro-no-parcelamento_eJ9d99l-2QflY1s5/
amazon,https://www.reclameaqui.com.br/amazon/descaso-com-a-saude-do-consumidor_nOLGFdteLYcoMebX/
amazon,https://www.reclameaqui.com.br/amazon/garrafa-chegou-estragada-e-nao-consigo-entrar-em-contato_djiwY_p-Er4ZozPz/
ame-digital,https://www.reclameaqui.com.br/ame-digital/nao-consigo-realizar-pagamento_9-x8gDI0sRR1JwrM/
ame-digital,https://www.reclameaqui.com.br/ame-digital/impossibilidade-de-login_XHSXP57kCH05aBP8/
ame-digital,https://www.reclameaqui.com.br/ame-digital/cashback-errado_3dz8BxMkMztJcz64/
ame-digital,https://www.reclameaqui.com.br/ame-digital/cashback-nos-postos-br_YlHHY-0aG9k3I18a/
ame-digital,https://www.reclameaqui.com.br/ame-digital/trasfirir-meu-auxilio-emergencial-pra-ame-desde-22-05-e-ate-agora-amanha-pe_Ynwe7-0NGkbwqr-T/
ame-digital,https://www.reclameaqui.com.br/ame-digital/o-app-ame-envia-mensagem-para-login-que-nao-tenho-mais-acesso-e-nao-consigo_m5O0dCxRpEjjNspN/
ame-digital,https://www.reclameaqui.com.br/ame-digital/propaganda-enganosa_kSFn5GPJs9FQIu7w/
ame-digital,https://www.reclameaqui.com.br/ame-digital/cancelar-conta_jsA0jzNHZ4ccwgEe/
ame-digital,https://www.reclameaqui.com.br/ame-digital/nao-consigo-efetuar-pagamento-de-boleto-com-saldo_jnJ4ED-facZly4em/
ame-digital,https://www.reclameaqui.com.br/ame-digital/insatisfacao-total_m8lH0D0g7GS3LauN/
ame-digital,https://www.reclameaqui.com.br/ame-digital/nao-consigo-excluir-conta-ame-digital-servico-bom-app-tb-mais-nao-uso_r3zTeJiv_XexWQVc/
ame-digital,https://www.reclameaqui.com.br/ame-digital/conta-que-nao-acessa_5NZiWN8OpJzsYMQl/
ame-digital,https://www.reclameaqui.com.br/ame-digital/usuario-bloqueado-sem-aviso_zntxVOi4UiX1Tcgi/
ame-digital,https://www.reclameaqui.com.br/ame-digital/vendi-o-outro-celular-e-nao-consigo-entrar-no-ame-porque-pede-o-codigo-do-o_CpW0iO3CHafLYVVR/
ame-digital,https://www.reclameaqui.com.br/ame-digital/cash-back-enganoso_ZRdX2FAKLR8VvVpK/
ame-digital,https://www.reclameaqui.com.br/ame-digital/atendimento-do-ame-e-horrivel-tentando-estorno-compra-ha-mais-de-3-meses-e_KuaHepfyAbu_R0NS/
ame-digital,https://www.reclameaqui.com.br/ame-digital/nao-consigo-transferi-o-meu-auxilio-da-ame-pra-minha-cobta-pessoal_5pPRhtxWEyH077bb/
ame-digital,https://www.reclameaqui.com.br/ame-digital/conta-bloqueada-sem-motivo-aparente_mB0Bih65c90TkzTv/
ame-digital,https://www.reclameaqui.com.br/ame-digital/gostaria-que-fosse-feito-o-estorno-dos-dois-valores-depositados-em-minha-co_swVs5K-ldZr_0NEJ/
ame-digital,https://www.reclameaqui.com.br/ame-digital/transferencia-para-minha-conta-bancaria-cancelada-sem-explicacao_ZemVZrGd-FwMFgDG/
ame-digital,https://www.reclameaqui.com.br/ame-digital/nao-entra-no-app_65cSvAgg09NKzkE-/
ame-digital,https://www.reclameaqui.com.br/ame-digital/a-empresa-ame-nao-me-permite-realizar-mudanca-no-meu-cadastro_EACQJHSV-sX5mp6i/
ame-digital,https://www.reclameaqui.com.br/ame-digital/nao-consigo-ativar-cupom_Cklx2hKzbZ0A6CsF/
ame-digital,https://www.reclameaqui.com.br/ame-digital/nao-consigo-descadastrar-do-ame-digital_fRlyp_zxt5ul6A83/
ame-digital,https://www.reclameaqui.com.br/ame-digital/compra-realizada-em-novembro-de-2019-ainda-nao-for-estornada-no-meu-cartao_DtId7FgDWxDyIfeY/
ame-digital,https://www.reclameaqui.com.br/ame-digital/propaganda-enganosa-nao-paga-os-cashback_AUbY8IEqHCouWzQT/
ame-digital,https://www.reclameaqui.com.br/ame-digital/excluir-meus-dados-de-cadastro_M316znCAzEv0td6H/
ame-digital,https://www.reclameaqui.com.br/ame-digital/transferencia-nao-estornada_dMDU7AmT89mHj5mw/
ame-digital,https://www.reclameaqui.com.br/ame-digital/transferencia-cancelada-e-dinheiro-debitado-da-conta_kGCA6phoFQ3RZYB7/
ame-digital,https://www.reclameaqui.com.br/ame-digital/quero-o-estorno-da-compra_wG_cHypjVq--aV4b/
ame-digital,https://www.reclameaqui.com.br/ame-digital/4-auxilios-emergencias-bloqueados-na-ame-digital_wvT3-h8RoqmSX5a9/
ame-digital,https://www.reclameaqui.com.br/ame-digital/transferencia_PMwV0QxdiuG7W7bt/
ame-digital,https://www.reclameaqui.com.br/ame-digital/nao-consigo-acessar-e-nao-resolvem-o-problema_qKIyEjukD_lTYGc-/
ame-digital,https://www.reclameaqui.com.br/ame-digital/autenticacao-de-cartao_pNzwIpH11q9j1bpQ/
ame-digital,https://www.reclameaqui.com.br/ame-digital/senha-e-login_NOAM3W0nzTpgvZrx/
ame-digital,https://www.reclameaqui.com.br/ame-digital/recarga_9CmL58MW2FmoAkxX/
ame-digital,https://www.reclameaqui.com.br/ame-digital/quero-deletar-a-conta_6srMLik50ZM9bvX4/
ame-digital,https://www.reclameaqui.com.br/ame-digital/transferencia_fdzKqaDaPOYAu3nt/
ame-digital,https://www.reclameaqui.com.br/ame-digital/cashback-cancelado_oVotmxMWtOnHVweK/
ame-digital,https://www.reclameaqui.com.br/ame-digital/cashback-nao-recebido_xlHcK_xUtxg6u_zU/
ame-digital,https://www.reclameaqui.com.br/ame-digital/venderam-cobraram-e-nao-entregaram-gift-card_0AuCOpRAGRXZBiZK/
ame-digital,https://www.reclameaqui.com.br/ame-digital/estorno-nao-foi-feito_Huk3zff4WeAtN5zY/
ame-digital,https://www.reclameaqui.com.br/ame-digital/nao-estou-conseguindo-acessar_XpQnTHvJQxsgwm4k/
ame-digital,https://www.reclameaqui.com.br/ame-digital/troca-de-numero-telefonico-para-acessar-minha-conta_glEb2Oa0RC2PQvQg/
ame-digital,https://www.reclameaqui.com.br/ame-digital/parceria-ame-e-premmia-20-e-propaganda-enganosa_XQ9vU8P23kGBIPLJ/
ame-digital,https://www.reclameaqui.com.br/ame-digital/conta-bloqueada_gkRFeO3FyXds2wIq/
ame-digital,https://www.reclameaqui.com.br/ame-digital/conta-bloqueada_U5UtQuZNcXdU-iig/
ame-digital,https://www.reclameaqui.com.br/ame-digital/nao-recebi-cashback_bn6yZqQFJocGvK1e/
ame-digital,https://www.reclameaqui.com.br/ame-digital/nao-deram-o-cashback-conforme-anuncio_q2kF55DriaTn0KYd/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/reenvio-de-mercadorias_EJy4al-S4RBhqWCt/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/atraso-na-entrega-lojas-americanas-e-tranportadora-direct_Iqb_73nyISPEHtU4/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/entrega-nao-realizada_vebga5rbbSsWNohL/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/pagamento-de-boleto-e-nao-tive-retorno-da-loja_XF8S2y5zi8rgezc_/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/comprei-uma-tv-samsung-e-nao-tenho-como-rastrear-o-produto_Glc4eOU2GeiF8kyy/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/descaso-com-o-consumidor-falta-de-palavra-da-vendedora_y40J_gHqSmlBeG8A/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/pagamento-e-estornado-dois-dias-depois-sem-qualquer-explicacao-e-sac-nao-fu_jjaaQxvGVXg1G3W3/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/app-nao-atualiza_hQ28n61xy-UJN6wl/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/o-meu-produto-ainda-nao-foi-aprovado_1Bj7PLE1yGQo66o5/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/ausencia-de-detalhes-sobre-transacao-imediatamente-aprovada-pela-operadora_woHFI__X1kCZ55fg/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/a-transportadora-chega-no-local_f9Bss4XDR46iyr-j/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/pedido-com-status-em-pre-aprovado_ZcLTOqU3EwsSlgo6/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/pagamento-pre-aprovado_o4UM8QfuHe8al1qW/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/falta-do-numero-de-rastreio_ppK1LMBk-O8UpD4I/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/produto-devolvido-para-a-transportadora_LoNj2gEFGK1U-f8V/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/status-que-nao-atualiza-nunca-compra-que-nao-finaliza_S5fwHITZGoOUpaAI/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/americanas-prime-nao-cumpre-o-que-promete_Cd_cAPJ6O7NXWaiB/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/atraso-na-entrega_rCqAVpXWbPkPwECk/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/pagamento-em-analise_676mV5FQMp2cyYa8/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/nunca-cumpre-o-prazo_ixhGBhvj14VP0mDp/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/troca_11mRNXFQ89Om-PEJ/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/troca-de-produtos-com-defeito_eVxq71wfyrMbU2k3/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/entrega-pessima_DDycroSJoRG9S8zW/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/pedido-diz-ser-enviado-mas-nao-recebi_eZ5AlfxrbfjvRIl9/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/atraso-na-entrega_7N4jPWFhce46NkN1/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/nao-consigo-falar-com-lojas-americanas_XLV8a8Yg4eNG9auc/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/impossivel-conseguir-contato-com-as-americanas_tOTud92UXQDl3I6w/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/valor-em-duplicidade_PqMh-CUPSQJvCCyd/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/cobranca-invalida_2I7HNCUv8mUbw0wS/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/devolucao-de-mercadoria_Bup-5jxJa1uAelnv/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/pedido-realizado-e-aprovado-nao-consta-no-cadastro_mmYNe7uKI95OdM_J/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/mentiram-na-devolucao_uhSSe3Ca8_YGj20f/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/demora-na-aprovacao_fULbLSWwmH3UiChw/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/entrega_3LsG_tWVcZz1JMwt/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/pedido-nao-constando-como-efetuado_VM6IMIZbJi_Ep6f8/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/americanas-nao-entregou-a-compra_wqkF_iTc7zCkIMOf/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/demora-na-confirmacao-descaso-com-o-cliente_Wbf7zAKitCwuLbdB/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/resgate-de-cupons_g_tXkiLt_zJZiw0I/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/excluir-conta_mHNVXvkQqES4jyy9/
americanas-com-loja-online,https://www.reclameaqui.com.br/americanas-com-loja-online/xbox-com-defeito-nao-liga_TLx9Ulmru_KaSTya/
amil,https://www.reclameaqui.com.br/amil/teste-covid_9z9rRFmnObQlDJ-b/
amil,https://www.reclameaqui.com.br/amil/exame-covid-19-pcr_ky1q_TNAXeit_F8a/
amil,https://www.reclameaqui.com.br/amil/amil-prejudicando-ainda-mais-na-pandemia_jQ90_hDt7IJk1tz2/
amil,https://www.reclameaqui.com.br/amil/cobranca-indevida_XJSwRw43ksN3N64F/
amil,https://www.reclameaqui.com.br/amil/cobranca-indevida_dlrDtuEflnXl8YvE/
amil,https://www.reclameaqui.com.br/amil/pagamento-atendimento_PNnjAC_ZP1pxkXB0/
amil,https://www.reclameaqui.com.br/amil/contato-para-pagar-pendencia_xBzgW-VRGgLqs4ek/
amil,https://www.reclameaqui.com.br/amil/atendimento-virtual-nao-funciona_hj4sxZIwNn8erK0a/
amil,https://www.reclameaqui.com.br/amil/cobrancas-indevidas-do-meu-plano-dental_4ZzWI3Njv8RZivwS/
amil,https://www.reclameaqui.com.br/amil/nao-consigo-pagar_0dzTxTt8WidFP7CX/
amil,https://www.reclameaqui.com.br/amil/exame-covid-19-negado_XvfPBQ9u3nD6kQLq/
amil,https://www.reclameaqui.com.br/amil/covid-19_nqOq8Q62UmbZstvv/
amil,https://www.reclameaqui.com.br/amil/plano-amil-next-plus-pago-e-suspenso_MU3yjYa1qnR-XFxp/
amil,https://www.reclameaqui.com.br/amil/sobre-o-plano-ser-excluido-em-meio-a-pandemia_hWgJfLOlKdbcglGd/
amil,https://www.reclameaqui.com.br/amil/programa-de-adesao-ao-tratamento-da-amil-ineficaz_AjO9DTs4Dj1yF8g6/
