empresa,titulo,cidade,uf,id,datetime,reclamacao,nota
ame-digital,Não consigo realizar pagamento,Recife,PE,105432127,2020-05-30 14:25:54,"Faz um tempo que venho tentando efetuar pagamento com cartão utilizando cash back. Imaginei na época que era uma instabilidade, porém, ainda depois de muito tempo vejo que vários usuários ainda tem esse problema inclusive eu mesmo! Pelo visto como está complicado de fazer contato com o sac, deixo aqui minha reclamação atrelada na expectativa de ter o problema resolvido",10
ame-digital,Propaganda enganosa,Mossoró,RN,105405871,2020-05-29 20:51:46,AME promete 20% de cashback nós postos BR em até 7 dias. Abasteci nos dias 18 e 24 e o saldo continua zerada. Cashback ZERO,10
ame-digital,O app Ame envia mensagem para login que não tenho mais acesso e não consigo enviar mensagem para o site para resolver.,Cruz das Almas,BA,105405899,2020-05-29 20:52:23,Formatei o celular e não consigo entrar no app da ame pois envia o código para um número que já foi até bloqueado pela operadora. Gostaria de atualizar o número para voltar a usar o app. Tentei pelo site enviando uma mensagem para solicitar a atualização do número de celular mas não consigo enviar a mensagem.,10
ame-digital,Trasfirir Meu auxilio emergêncial pra ame desde 22/05 e até agora amanha pelo calendario do caixa tem e minha ver pra receber mais como praticamente me robaro como vou aumentar Mais filhos isso e uma vergonha fazer isso numa crise dessa tinha que inter na,Lauro de Freitas,BA,105411931,2020-05-29 23:29:52,Trasfirir Meu auxilio emergêncial pra ame desde 22/05 e até agora amanha pelo calendario do caixa tem e minha ver pra receber mais como praticamente me robaro como vou aumentar Mais filhos isso e uma vergonha fazer isso numa crise dessa tinha que inter nas dispesa de dentro de casa isso é muito injusto que estão fazendo comigo e com um monte de pessoas pq não so eu que foi passando proriso.me ajude pelo amor de Deus,0
ame-digital,pagamento aprovado pela operadora mas não processado pela ame,João Pessoa,PB,105415991,2020-05-30 07:09:08,"fiz uma compra no dia 27 de maio e até o presente momento não foi aprovada, fui informado que o prazo seria até 72h e já se passou, se eu soubesse que o app era tão ruim e demorado eu não teria feito essa bobagem. agora estou sem o limite do cartão e sem saber quando (ou se) o produto que comprei chegará um dia. preciso de solução.",3
ame-digital,Cashback errado,Rio de Janeiro,RJ,105419253,2020-05-30 09:41:58,"Contratei um curso no Yázigi Vila Olimpia em que eu pagaria o curso através do app da Ame Digital com a promessa de ganhar 10% de Cashback. Para minha surpresa passei R$ 3 mil reais e só programou 5% de cashback (150,00). Passei mais R$ 1 mil reais e de novo só programou 5% de cashback. Já reclamei no suporte do aplicativo e a única informação que pediram foram as datas e horarios realizados estes pgtos e já enviei no mesmo dia solicitado (26/05). Até agora nada! Só resolve mesmo por aqui??? Meu namorado teve o mesmo problema e só conseguiu resolver rapidamente através do RA pois o suporte é lerdo demais. Aguardo retorno sobre os R$ 200,00 de cashback que faltam....",8
ame-digital,Cashback nos postos BR,Natal,RN,105413943,2020-05-30 01:12:02,"Conforme anunciado pelo AME, abesteci no posto BR em minha cidade com o app para receber o cashback de 20% (mesmo com o valor do combustível estando mais caro que em outros postos, com o cashback valeria a pena).

Porém, depois de dois abastecimentos e mais de 10 dias depois, nenhum dos dois abastecimentos recebeu o cashback que no regulamento previa ser entregue em até 7 dias.

Entrei em contato pelo chat diretamente no app. A mensagem automática falou que algum atendente falaria comigo. 10 horas depois me chegou uma mensagem de algum atendente dizendo que iria passar para o setor responsável, e agora, mais de 24 horas depois, não recebi mais nenhum contato pelo chat nem um outro meio qualquer.",10
ame-digital,Impossibilidade de Login,São Paulo,SP,105424675,2020-05-30 11:41:54,"Não consigo realizar o login, pois troquei de celular e solicita um código que eu não tenho.",10
ame-digital,Reembolso não contabilizado .,Três Corações,MG,105425893,2020-05-30 12:05:02,"Fiz a compra de uma Smartv 32 no site Americanas e optei por pagar pelo aplicativo Ame digital com meu cartão de credito, a TV chegou e apresentou problemas , de imediato fiz a devolução do produto , na data de 29/05 no aplicativo Ame já aparece pra mim como reembolso concedido , porém ainda não aparece o valor no meu extrato no Ame .",10
ame-digital,AME não paga os cashback,Recife,PE,105427777,2020-05-30 12:43:51,"Fiz uma compra no site da loja Americanas e paguei a compra pelo AME no dia 23/04/20 e passou os 30 dias de prazo para que o AME libere o meu cashback, porém até o momento esse cashback não foi liberado, contrariando a política da empresa que diz que em 30 dias o valor estará disponível na minha conta AME. Já mandei dois emails solicitando o meu crédito e até o momento não obtive a resolução do meu problema. A partir do momento que a empresa faz a sua propaganda dizendo que se for feita a compras nas empresas conveniadas ao AME e ela não paga o cashback, configura propaganda enganosa, e configura [Editado pelo Reclame Aqui]. Deixo a minha triste experiência para que todos possam ver como a AME trata seus clientes. Deixo a seguinte pergunta, será que vale apena comprar pagando pelo AME!!!!",8
amazon,Compra inadequada,Belo Horizonte,MG,105038339,2020-05-24 19:49:33,"Boa noite,
Recebi a informação no meu app, sobre três compras realizadas (89,00, 9,90, 9,90) realizadas no meu cartão nubank, na data de 24/05 no intervalo de 18:34 e 18:40.
Não foi uma, foram três,não tenho interesse, solicito o estono urgentemente dessas três compras.
Pois tentei cancelar via telefone e site amazon, sem sucesso.",8
ame-digital,Autenticação do cartão cadastrado,Rio de Janeiro,RJ,105438709,2020-05-30 17:39:28,"Não consigo efetuar uma compra com o aplicativo, porque faz meses que estou tentando autenticar meu cartão e nunca é possível autenticar. Sempre da erro. Procuro uma solução simples e rápida mas parece que a empresa não dispõe de um atendimento de qualidade e nem de ninguém que realmente saiba o que está acontecendo e que possa me ajudar.",8
ame-digital,Não tenho acesso a minha conta,Carpina,PE,105443985,2020-05-30 20:32:40,"Não consigo acessar minha conta , ficam falando que não sou cadastrada , sem contar que tenho saldo e cashback e não posso usar por conta disso . Como fica minha situação . Até agora não me deram retorno no e-mail . Me dizem o que fazer . Me sinto completamente insegura em relação a isso ! Não recebi nenhum tipo de ligação para me auxiliar em relação a isso !",9
ame-digital,Depósito não efetivado e valor não retornou,Mendes,RJ,105444729,2020-05-30 20:57:01,"Senhores

Em 27/05/2020 efetuei uma transferência da minha conta da Caixa para a conta da AME para efetuar uma compra, porém o valor não entrou na conta AME e não retornou para minha conta na Caixa.

Entrei em contato com a AME pelo CHAT duas vezes, por telefone uma vez e por e-mail duas vezes, enviei em todos os contatos o comprovante da transferência, porém me informam que resolverão e não retornam.

Segue comprovante.

Atenciosamente

Mônica Ferreira Bisquolo Calegário",8
ame-digital,"A Ame Digital app , não dá opção de excluir seu cadastro e conta no aplicativo",Salvador,BA,105446627,2020-05-30 22:01:01,"Estou tentando excluir minha conta no aplicativo da Ame digital, porém, não possui  nenhuma opção de excluir se cadastro e conta !",10
ame-digital,Transferência em processamento,Pacajus,CE,105446117,2020-05-30 21:42:35,"Fiz uma transferência da minha conta ame hoje 30/05/2020 às 16:14 hrs para minha conta Itaú,e até agora a transferência não caiu na minha conta fica transferência em processamento,quero saber por que fica assim sendo que o prazo de transferência do mesmo titular da conta é uma hora no máximo duas.
Preciso retirar o dinheiro e não sai do procedimento.",7
ame-digital,NÃO CONSIGO AUTENTICAR MEU CARTÃO,Brasília,DF,105449923,2020-05-31 00:56:36,"Não consigo autenticar meu cartão no aplicativo , já tentei outro cartão e não funcionou .",10
ame-digital,Preciso do meu dinheiro,Maragogipe,BA,105451307,2020-05-31 06:22:54,"Bom dia. Estou tentando fazer uma transferência bancária desde o dia 26/05/20 e com dois dias depois deu transferência cancelada tentei novamente e agora de depois de tanta espera deu transferência cancelada novamente, eu quero e preciso do meu dinheiro, que aplicativo é esse que não cumprir com seus requisitos. Espero ter uma ajuda e que realize logo essa transferência ou procurarei meus direitos, que será ir diretamente no procon. Eu quero eu estou precisando do meu dinheiro!",0
ame-digital,Troquei de celular,Alagoinhas,BA,105451635,2020-05-31 07:39:01,"Troquei de celular, a AME falou que enviaria um SMS para o número antigo! Ora, se eu troquei o número, para que eu quero um SMS para o número antigo mesmo?? Não consigo acessar o aplicativo portanto.",9
ame-digital,"Não permitem a troca de e-mail, nem a exclusão da conta",Belo Horizonte,MG,105454525,2020-05-31 10:38:45,"Criei minha conta na AME Digital hoje, 31/5. Quando fui realizar minha compra, recebi um aviso dizendo que para usufruir do Meliuz e AME na mesma compra deveria usar o mesmo e-mail em ambas. Entretanto, A AME NÃO PERMITE ATUALIZAÇÃO DO E-MAIL, TAMPOUCO A EXCLUSÃO DA CONTA. Além disso, não há atendimento aos domingos. É frustrante não ter atendimento aos finais de semana em um serviço que é completamente digital. Estava prestes a realizar minha compra que era a realização de um sonho e fiquei frustrada.",10
amazon,Compra,Rio de Janeiro,RJ,105063395,2020-05-25 12:00:32,"Fiz um pedido na Amazon não recebi e-mail de confirmação, mas o valor já foi debitado da minha fatura. Eles não tem nenhum telefone de contato e não respondem os e-mails",9
amazon,Mercadoria não recebida,Rio de Janeiro,RJ,105068613,2020-05-25 12:49:32,"Fiz uma compra no site do Amazon no dia 06/03/2020 e até hoje não recebi a mercadoria. Sei que está nos correios para entrega, mas não isenta o site da sua  responsabilidade, pois estou necessitada da mercadoria para meu trabalho home office e comprei confiando no site, mas infelizmente foi decepcionada.",7
amazon,Kindle Unlimited,Canoas,RS,105076733,2020-05-25 14:09:57,"Recebi minha fatura com vencimento de maio (2020) e me deparei com uma cobrança da Amazon e fui verificar, já que não fiz nenhuma compra no valor de 19,90. No site da Amazon consta que comprei o serviço do Kindle Unlimited, porém em nenhum momento fiz essa solicitação, inclusive não tenho um Kindle para acessar esses livros online. 
Fui ler sobre o Kindle Unlimited e dizia que 30 dias seria grátis e após seria automaticamente cobrado este valor de 19,90. Considero um erro da empresa fazer essa cobrança automática já que não coloquei nenhuma informação do meu cartão em nenhum momento. Meu cartão de crédito estava com informações salvas de antigas compras (o que já foi retirado), mas em nunehum momento coloquei o código de segurança do cartão para compra do serviço do Kindle Unlimited. Solicito o reembolso deste valor e a suspensão de qualquer cobrança deste valor futuramente.",10
amazon,Cobrança duplicada desde de janeiro de 2020,São Paulo,SP,105069311,2020-05-25 12:56:42,"Olá, não consegui falar com o suporte Amazon por isso venho aqui.

Estou sendo cobraado em duplicidade desde janeiro de 2020.

Meu amazon prime video 9,90 é debitado mensalmente nos dias 6 e 20 de cada mês respectivamente. 

Ou seja, paguei um valor adicional de 49,50. Gostaria de ressarcimento ou desconto para os próximos meses, pretendo continuar assinando.

abs",10
amazon,"Devolvi um produto para amazon, eles conaideraram que não era o mesmo produto que me foi enviado e disseram que não vao me reembolsar.",São Paulo,SP,105086503,2020-05-25 15:48:18,"Me enviaram o produto, ele era levemente diferente do que estava no site, não me importei, usei ele e ele apresentou problemas em menos de uma semana de uso, pedi para devolver o produto, me enviaram o codigo de barras para devolução pelos correios, mandei de volta, recebi um email eizendo que o produto que eu devolvi não era o mesmo que me foi enviado e que não vão me dar o reembolso.",10
amazon,"Comprei 2 livros que constam como entregues, mas eu não os recebi",São Paulo,SP,105088649,2020-05-25 16:10:35,"Comprei dois livros na Amazon e até o momento não chegou, o pedido consta como recebido por ""Bruna Br"", mas na minha casa não mora nenhuma Bruna. Eu preciso com URGÊNCIA desses livros porque vou fazer provas finais da faculdade e a loja simplesmente entregou meu pedido errado. Não tenho nenhuma vizinha com esse nome. 
Preciso dos meus livros o mais rápido possível.",9
amazon,Descaso absoluto com o consumidor,Rio de Janeiro,RJ,105088921,2020-05-25 16:13:49,"Comprei no dia 13/04 um organizador de plástico, o qual até hoje - 25/05 - não foi entregue. Fiz uma reclamação para a Amazon, solicitando cancelar a compra e a consequente devolução do valor pago. Resposta da Amazon: ""Quando o produto chegar, o senhor devolve e quando recebermos a devolução, faremos o estorno do valor pago"". Morei nos EUA e DUVIDO que lá eles dariam esse tipo de resposta para um consumidor. Fujam dessa arapuca!",10
amazon,Acesso por telefone,Ribeirão Preto,SP,105092951,2020-05-25 16:58:31,"Caros,

Estou logado dentro do site, mas por ter criado a conta na época que morava na Espanha o número cadastrado (+34) não existe mais e não consigo acessar a conta sem alterá-lo, visto o pedido para confirmar um código.

Conseguem me ajudar para realizar a troca e efetivar a confirmação?",10
amazon,Cobrança indevida,São Paulo,SP,105099173,2020-05-25 18:13:32,Fui cancelar o amazon E fui debitado do meu cartao Dois valores automático achei um absurdo isso cancelei  E cobraram quero o reebolso para meu cartao ..,5
amazon,Cobrança indevida,Perdões,MG,105101969,2020-05-25 18:49:49,"Cliquei na opção comprar com um clique sem querer em um livro digital. Na mesma hora pedi para cancelar a compra. Mas o livro foi cobrado no meu cartão, e pior, duas vezes. Mandei e-mail e não adiantou em nada.",10
amazon,Empresa que não troca produtos.,Guarulhos,SP,105041297,2020-05-24 21:16:31,"Comprei o jogo zombicide no site amazon.com.br o produto foi entregue e hoje vi que em uma das placas que compõem o mapa está com um corte errado, aparentemente gerado pela máquina que corta as placas.
Entrei no site e não existe opção de troca, apenas devolução para reembolso e com isso eles fazem a devolução do dinheiro.
O problema é que paguei 298,19 e para comprar o jogo novamente custa 354,90 ou seja, serei prejudicado se pedir a devolução pois terei que pagar mais caro se quiser comprar novamente.
Um meu ver um absurdo não existir a forma de trocar um produto por defeito!",10
amazon,Comprei e não recebi meu produto,Rio de Janeiro,RJ,105105705,2020-05-25 19:44:58,"No dia 5 de maio fiz um pedido de 4 itens, dos quais três ja foram entregues no prazo, porém, o quarto e mais importante nao me foi entregue, já entrei em contato por email e nao obtive resposta e nem o reembolso. Os 4 itens foram direcionados para o mesmo endereço, sendo que no site está dizendo que não foi localizado o endereço do ultimo pedido, como não se meus outros itens foram entregues?",10
amazon,insatisfação,São Paulo,SP,105110657,2020-05-25 20:59:59,"Boa noite,

Intuito dessa reclamação é referente um produto que foi adquirido com vocês na data 04/05/2020,além dessa compra houve a compra de outros produtos, entrei em contato com vocês por que tentaram acompanhar meu pedido mais não foi possível, pois informação era que havia um bloqueio no meu acesso, mais que deveriam fazer algumas perguntas e que em 48 horas um técnico entraria em contato comigo, passou 48 horas ninguém entrou em contato retornei funcionário queria que aguardasse mais 24 horas não aceitei, pois, não confiei, pois, a informação que receberia o contato em 48 horas, já ia fazer mais de uma semana que eles não entraram em contato não fiquei satisfeita com a informação solicitei a gravação do atendimento colaborar José desligou o contato, conclusão não tem interesse com a satisfação do cliente, Não indico de maneira alguma para minha surpresa houve cobrança de produtos que até a presente data não recebe, estou exigindo reembolso ou vou tomar outras providências. Eles não estão preocupados com a fidelização do cliente e nem com a satisfação. Todos os comprovantes estão no anexo.",0
amazon,Pedido não é enviado,Maricá,RJ,105112851,2020-05-25 21:36:05,"Eu tenho um pedido que foi pago no dia 20 e pagamento identificado no dia 21, mas que até agora não foi enviado. Já um outro pedido que paguei no dia 21, sendo identificado no dia 22, foi enviado já no dia 23.
Sinceramente eu gosto muito da Amazon e até agora não tinha reclamações. Mas acho que pra tudo tem uma primeira vez. 
Quero saber pq meu pedido não foi enviado ainda, visto que eu já entrei em contato 2 vezes e apenas afirmaram que está sendo preparado pra envio. Mas eu quero saber quando efetivamente vai ser enviado.",2
amazon,"Pedido consta como entregue, mas não chegou.",Belo Horizonte,MG,105113273,2020-05-25 21:43:35,"Fiz uma compra no dia 16 de maio e a Amazon dividiu a entrega em duas remessas. A primeira, de responsabilidade da Total Express chegou rápido. Já a segunda, sob a responsabilidade  da Shippfy não foi entregue, mas consta no site da Amazon como entregue. Na verdade, o que Shipfy entregou foi uma outra compra, feita no dia 19. Curiosamente, está aparece como entregue e já teve, por duas vezes, o prazo de entrega redefinida (uma verdadeira ""salada""). Acredito que tenha havido um extravio. Já fiz dois contatos com a Amazon, sem solução. Peço que o pedido seja entregue, ou que o pagamento da parte que não foi entregue seja cancelado. Obrigado.",5
amazon,Estorno não realizado.,Belo Horizonte,MG,105115117,2020-05-25 22:20:36,"Estou decepcionado com o péssimo atendimento que tive aocomprar livrosna Amazon. Solicitei o estorno da minha compra no dia 24/05/2020, pois o endereço cadastrado estava erradoé eu não consegui alterar oendereço. O especialista da Amazon Brasil John F. falou comigo que o meu pedido estava cancelado é queo valorda compra no cartão de crédito, não tinhasido debitado no cartão de crédito,falou ainda que o pedido estava cancelado. Para a minha surpresa, hoje no dia25/05/2020percebo que a minhacompra foidebitada no meu cartão decrédito é o  meu pedido não foi cancelado  como o funcionário da Amazon havia me informado.Quero que o meu pedido seja cancelado é o valor em meu cartão de crédito sejaestornado,conforme me foi informado pelo especialista da Amazon. A empresa está agindo com dolo para com a minha pessoa, com a intenção de me prejudicar. Quero que me seja creditado o estorno no meu cartão de crédito o mais rápido possível,é o meu pedido cancelado como me foi prometido na ligação. É um absurdo o que a Amazon faz com os seus clientes consumidores. Passar bem!",10
amazon,Não recebi meu pedido,Rio de Janeiro,RJ,105117419,2020-05-25 23:16:57,Meu pedido está atrasado há 10 dias. Registrei uma reclamação e me foi respondido que a culpa é dos correios e por isso a Amazon não pode me ajudar. Um absurdo de péssimo atendimento!,9
amazon,Cabo de dados microusb,Rio de Janeiro,RJ,105118167,2020-05-25 23:39:07,Comprei um cabo usb pra carregar no meu telefone e ele quebrou em exatamente DOIS MESES. Pelo preço não compensa. :(,10
amazon,DEVOLUÇÃO - ENDEREÇO ERRADO FORNECIDO PELA AMAZON,Manaus,AM,105121995,2020-05-26 05:35:47,"1. O conector do fone que comprei vei com defeito.
2. Recebi um código para a postagem nos correios.
3. A atendente acessou o código que a amazon me envio e imprimiu a etiqueta com os dados e endereço para o produto ser enviado para a amazon.
4. Ao consultar o rastreamento, observei que o endereço dado pela própria amazon está errado e o carteiro não conseguiu entregar o pacote. resultado, o produto está retornando para o meu endereço.

status no site dos correios:
 ""Endereço incorreto - Entrega não realizada
Objeto sujeito a atraso na entrega ou a devolução ao remetente""

preciso do reembolso, pois já até comprei outro fone, na própria amazon.",10
amazon,Não consigo acessa site nem app,São Bernardo do Campo,SP,105125837,2020-05-26 08:52:09,"Assinei o Amazon prime vídeo por 7 dias grátis, coloquei todos meus dados até cartão de crédito e não consigo acessar o site, nem pelo APP nem pela TV.. Já vai da os 7 dias.. Vão cobrar meu acesso e ainda não consegui ver 1 filme se quer.. Coloco e-mail e senha dou ok volta pra página inicial.. Muito insatisfeita. Ninguém resolve meu problema.. Se cobrarem sem eu usar vou processar. Quero o cancelamento urgente",7
amazon,Cobrança indevida recorrente,Cotia,SP,105161747,2020-05-26 14:39:14,"Estou sendo cobrada indevidamente pelo segundo mês consecutivo de uma assinatura que eu não possuo! 
Mês passado me ressarciram, esse mês me orientaram a procurar atendimento no site. O site está sem atendentes por conta da Covid, qualquer opção (inclusive a que me orientaram) dá para respostas prontas ou dizem que você vai receber uma ligação da empresa naquela hora, inclusive dizendo que seu telefone já está conectado (mudo e sem receber nenhuma ligação), e essa ligação nunca vem. Onde eu moro não tem sinal de telefone, só internet. Já fiquei no meio da rua igual besta várias vezes tentando esse atendimento e ele não completou. Me mandaram um email também, como opção e eu fiz contato há mais de uma semana e até hoje nada. A cobrança continua no meu cartão. No site, continua dizendo que não sou assinante. 
Peço POR GENTILEZA que entrem em contato comigo por email ou whatsapp, já que é necessário esse contato para parar essa cobrança absurda e descabida.",10
amazon,Problema na busca,Barretos,SP,105041889,2020-05-24 21:35:39,"Quando entro para pesquisar algum filme não consigo voltar para o menu inicial, tenho que desligar e ligar a TV . Não consigo subir na opção (buscar).",10
amazon,"Pedi o cancelamento da compra, e recebi um e-mail dizendo que não foi possível o cancelamento,absurdo.",Taboão da Serra,SP,105042405,2020-05-24 21:52:10,"Fiz uma compra ontem 23/05 a noite , e descobri que o celular não tem capa anti impacto e nem película, então para mim nao serve,entrei em contato para cancelar, recebi um imail dizendo que não foi possível, hoje é domingo e amanhã feriado, e ainda não é possível? O consumidor pode cancelar em até sete dias e desistir da compra ou a Amazon alterou o código do consumidor? Quero minha compra cancelada imediatamente, e meu crédito no cartão para que eu possa comprar o produto que atenda minhas espectativas.",10
amazon,Demora na entrega de produto,São Luís,MA,105045837,2020-05-25 00:22:09,"fiz um a compra na Amazon no dia 29 de abril, um Kindle 10th geração e alguns livros, no mesmo dia fiz outras compras no site, estas q já chegaram e já estou utilizando. Porém o Kindle ainda não chegou e não possui uma previsão exata de quando vai chegar, no site só informa que esta em análise fiscal.
Ao consultar o status de rastreamento no site da Amazon aparece a seguinte mensagem: 
SEU PEDIDO ESTÁ PASSANDO POR UM PROCEDIMENTO FISCAL DE VISTORIA PELOS DESPACHANTES ADUANEIROS.
Seu pedido está passando por uma inspeção de rotina. Verifique novamente mais tarde para ter mais informações de entrega de Total Express - Tex Courier Ltda..
Já sou cliente a muito tempo do site e nunca tive problemas problemas com prazos, porém dessa vez a experiencia tem sido frustrante.

Gostaria de saber os motivos do ocorrido, quando o status de rastreamento será atualizado e se minha encomenda sofrerá ainda mais atrasos.",7
amazon,Descaso e desrespeito com o consumidor,Rio de Janeiro,RJ,105046083,2020-05-25 00:37:26,"Entregaram o produto com a voltagem errada.

Agora, querem que eu envie o material de volta e querem me estornar o valor pago, ao invés  de me entregarem novo produto com a voltagem certa.

Ou seja, me fizeram de palhaço por quase 2 meses.",0
ame-digital,Login,Salvador,BA,105456899,2020-05-31 12:04:24,Resetei meu celular enquanto vou logar no App ame não logar dizendo que estou logado em outro celular sendo que é o mesmo celular que estava logado nao entendo como é que o app nao reconhece o celular e baonda outra opcao para recuperar por meio de email o sms para o número cadastrado absurdo não poder logar no App se desinstalar e instalar novamente.,8
ame-digital,Dificuldade de acessa o app e mal atendimento,Japeri,RJ,105456023,2020-05-31 11:35:26,"Há mais de seis meses não consigo acessar o app ame, perdi meu celular e preciso incluir o novo (21)994005091 para receber o SMS de altenticacao já enviei o plint da minha fatura como havia solicitado para a alteração mais vocês não me responde ,assim fica difícil, solucione meu caso . obrigado!!!",9
ame-digital,Ativas dispositivo,Santa Bárbara dOeste,SP,105458071,2020-05-31 12:43:40,"Não consigo logar no APP por falta de código: ao digitar a senha, a tela muda para o controle de acesso, onde exige um código de 4 números.

O app diz: ""Você já fez login em outro dispositivo. Digite o código SMS enviado para ele.""

Eu mudei de número telefônico, mas o aplicativo não dá a opção de alterar o número.",10
ame-digital,Cashback em valor errado,Niterói,RJ,105461431,2020-05-31 14:50:15,"Prezado Responsável, Fiz uma compra de um vale-compras no site ""ciclo do bem"". A promessa era de um cashback de 20%. A compra foi na valor de 100 reais, ou seja, o cashback seria de 20 reais. Todavia, após a compra o valor mudou para apenas 5 reais. Fico no aguardo de um retorno e devolução dos valores prometidos.",9
